Year,Issue,Author,Title,Abstract,source,text
2017,3,"Soojin Kim, Arunima Krishna",Communication or action? Strategies fostering ethical organizational conduct and relational outcomes,"This study investigated the relationships between two public relations strategies, bridging and buffering, and their impact on ethical organizational conduct and relational outcomes. Bridging is a relationship-centric, action-based strategy for problem-solving while buffering is an organization-centric, messaging-based strategy for impression management. In explaining the impact of these two strategies on organizational outcomes, this study examined the role of ethical organizational conduct as a mediator between bridging, buffering, and two relational outcomes. Based on a survey of 105 organizations in Korea, a positive association between bridging strategy and ethical organizational conduct was found, along with paths to relational improvement and conflict avoidance with strategic constituencies. No association was found between buffering strategy and ethical organizational conduct.",academic_review,"Communication or action? Strategies fostering ethical organizational conduct and relational outcomesThis study investigated the relationships between two public relations strategies, bridging and buffering, and their impact on ethical organizational conduct and relational outcomes. Bridging is a relationship-centric, action-based strategy for problem-solving while buffering is an organization-centric, messaging-based strategy for impression management. In explaining the impact of these two strategies on organizational outcomes, this study examined the role of ethical organizational conduct as a mediator between bridging, buffering, and two relational outcomes. Based on a survey of 105 organizations in Korea, a positive association between bridging strategy and ethical organizational conduct was found, along with paths to relational improvement and conflict avoidance with strategic constituencies. No association was found between buffering strategy and ethical organizational conduct."
2017,3,"Michael L. Kent, Anne B. Lane",A rhizomatous metaphor for dialogic theory,"Communication shapes both reality and thought. Communication is also influenced by the metaphors and paradigms that individuals and groups adhere to. This essay describes an alternative, dialogic, metaphor of public relations as a rhizome, or non-linear model of knowledge, communication, and culture. The rhizome is described in contradistinction to the more common arboreal or tree metaphor found throughout Western culture, as a means of changing how students and professionals reify public relations practice. The essay calls for educators to tend to the development of the rhizome by modeling the conduct of compassionate and empathetic interactions in the classroom, and contingent, negotiated, dialogic, knowledge and beliefs.",academic_review,"A rhizomatous metaphor for dialogic theoryCommunication shapes both reality and thought. Communication is also influenced by the metaphors and paradigms that individuals and groups adhere to. This essay describes an alternative, dialogic, metaphor of public relations as a rhizome, or non-linear model of knowledge, communication, and culture. The rhizome is described in contradistinction to the more common arboreal or tree metaphor found throughout Western culture, as a means of changing how students and professionals reify public relations practice. The essay calls for educators to tend to the development of the rhizome by modeling the conduct of compassionate and empathetic interactions in the classroom, and contingent, negotiated, dialogic, knowledge and beliefs."
2017,3,Jordi Xifra,"Recognition, symbolic capital and reputation in the seventeenth century: Thomas Hobbes and the origins of critical public relations historiography","The intellectual history of public relations has not paid attention to British political philosopher Thomas Hobbes. This article aims to close this gap. Following the so-called philosophy of prestige (Carnevali, 2012), the article applies Hobbes’ doctrine of natural law and human passions to public relations historiography. Indeed, considering recognition and reputation to be critical elements for human beings in a conflictual society in which gaining power was the main goal, Hobbes anticipated critical public relations thinking. In the Hobbesian system, because recognition is a social capital, reputation management becomes the most appropriate relational strategy to negotiate and gain power. Accordingly, uncertainty characterizes reputation and dealing with it fits into risk management. Although Hobbes never used the concepts of public relations or reputational risk, he was the first thinker to approach social relations from a conflictual perspective and view reputation as a risk deriving from it. Thus, through his approach, Hobbes opened up a new perspective, differing from those of other renowned Renaissance thinkers like Machiavelli or even some of his contemporaries, like Gracián, who also dealt with the idea of reputation.",academic_review,"Recognition, symbolic capital and reputation in the seventeenth century: Thomas Hobbes and the origins of critical public relations historiographyThe intellectual history of public relations has not paid attention to British political philosopher Thomas Hobbes. This article aims to close this gap. Following the so-called philosophy of prestige (Carnevali, 2012), the article applies Hobbes’ doctrine of natural law and human passions to public relations historiography. Indeed, considering recognition and reputation to be critical elements for human beings in a conflictual society in which gaining power was the main goal, Hobbes anticipated critical public relations thinking. In the Hobbesian system, because recognition is a social capital, reputation management becomes the most appropriate relational strategy to negotiate and gain power. Accordingly, uncertainty characterizes reputation and dealing with it fits into risk management. Although Hobbes never used the concepts of public relations or reputational risk, he was the first thinker to approach social relations from a conflictual perspective and view reputation as a risk deriving from it. Thus, through his approach, Hobbes opened up a new perspective, differing from those of other renowned Renaissance thinkers like Machiavelli or even some of his contemporaries, like Gracián, who also dealt with the idea of reputation."
2017,3,Soojin Roh,"Examining the paracrisis online: The effects of message source, response strategies and social vigilantism on public responses","A 2 × 2 experimental study (N = 168) examined the effects of the message source (CEO vs. individual real estate agent) and response strategies (deny vs. diminish strategies) on public perceptions of controversial online comments and emotional and behavioral responses. This study extends situational crisis communication theory (SCCT) by applying it to paracrisis situations as well as by testing a cognitive model in which breach of expectation by different actors leads to different degrees of judgment of responsibility and counterfactual thinking processes (i.e., the person could/would/should have done something else). A deny crisis response (e.g., scapegoating) was effective in reducing blame and negative affective responses and yielded less negative reputation assessment of the message source. The expectation breach led participants to engage in a counterfactual thinking process, which in turn evoked greater indignation and more negative reputation assessment. Indignation and negative reputation were both significant predictors of online word-of-mouth intention. Social vigilantism, individuals’ tendency to propagate their opinions onto others, mediated the relationship between indignation and online discussion intention.",academic_review,"Examining the paracrisis online: The effects of message source, response strategies and social vigilantism on public responsesA 2 × 2 experimental study (N = 168) examined the effects of the message source (CEO vs. individual real estate agent) and response strategies (deny vs. diminish strategies) on public perceptions of controversial online comments and emotional and behavioral responses. This study extends situational crisis communication theory (SCCT) by applying it to paracrisis situations as well as by testing a cognitive model in which breach of expectation by different actors leads to different degrees of judgment of responsibility and counterfactual thinking processes (i.e., the person could/would/should have done something else). A deny crisis response (e.g., scapegoating) was effective in reducing blame and negative affective responses and yielded less negative reputation assessment of the message source. The expectation breach led participants to engage in a counterfactual thinking process, which in turn evoked greater indignation and more negative reputation assessment. Indignation and negative reputation were both significant predictors of online word-of-mouth intention. Social vigilantism, individuals’ tendency to propagate their opinions onto others, mediated the relationship between indignation and online discussion intention."
2017,3,Margalit Toledano,Emergent methods: Using netnography in public relations research,"This article suggests the use of netnography in public relations studies of online communities. It shares lessons from an unplanned and unexpected experience with members of an online community. It demonstrates how, in an environment of trust, respondents to online surveys can become engaged with the research, discuss it on their own online forum, and provide rich data that goes beyond their answers to quantitative online questionnaires. It draws from the author’s experience while conducting an empirical study on the role of public relations in facilitating community networks. More specifically, the online survey examined the work of community network organizers who used the online platform Meetup.com to organize offline face-to-face community group activities (Toledano & Maplesden, 2016). That research aimed at tracing the involvement of public relations in online networks. The unexpected post-survey engagement with the participants involved netnography that provided significant additional evidence and insight. The article calls for the use of netnography in PR research to expand PR scholars’ understanding of relevant communities through analysis of their internal genuine online conversations and the way they process organizational messages. The call takes evidence from the actual research on Meetup organizers (Toledano & Maplesden, 2016) to provide an example that demonstrates the potential benefit of using the emergent method of netnography.",academic_review,"Emergent methods: Using netnography in public relations researchThis article suggests the use of netnography in public relations studies of online communities. It shares lessons from an unplanned and unexpected experience with members of an online community. It demonstrates how, in an environment of trust, respondents to online surveys can become engaged with the research, discuss it on their own online forum, and provide rich data that goes beyond their answers to quantitative online questionnaires. It draws from the author’s experience while conducting an empirical study on the role of public relations in facilitating community networks. More specifically, the online survey examined the work of community network organizers who used the online platform Meetup.com to organize offline face-to-face community group activities (Toledano & Maplesden, 2016). That research aimed at tracing the involvement of public relations in online networks. The unexpected post-survey engagement with the participants involved netnography that provided significant additional evidence and insight. The article calls for the use of netnography in PR research to expand PR scholars’ understanding of relevant communities through analysis of their internal genuine online conversations and the way they process organizational messages. The call takes evidence from the actual research on Meetup organizers (Toledano & Maplesden, 2016) to provide an example that demonstrates the potential benefit of using the emergent method of netnography."
2017,3,Kirsten Mogensen,From public relations to corporate public diplomacy,"This paper illustrates several factors that make corporate public diplomacy a fundamentally different approach to activities that aim at legitimacy alone. A case study of a suspended Chinese hydropower project (i.e., the Myitsone Dam) in northern Myanmar is presented to address the functional differences and their implications for corporate practice. In particular, it illustrates how public resistance can prevent the success of direct foreign investments despite favorable agreements with host governments; also, it shows that corporate public diplomacy can be used to develop sustainable win–win solutions supported by the general public. While existing research suggests that an important function of public relations is to create a perception of legitimacy and that the hope of economic and commercial public diplomacy is to create a perception of attractiveness among the public in foreign countries, this paper suggests that the concept of corporate public diplomacy – that is, collaboration with the general public in a host country through negotiations directly with civic society – should be considered a supplement to other forms of corporate diplomacy.",academic_review,"From public relations to corporate public diplomacyThis paper illustrates several factors that make corporate public diplomacy a fundamentally different approach to activities that aim at legitimacy alone. A case study of a suspended Chinese hydropower project (i.e., the Myitsone Dam) in northern Myanmar is presented to address the functional differences and their implications for corporate practice. In particular, it illustrates how public resistance can prevent the success of direct foreign investments despite favorable agreements with host governments; also, it shows that corporate public diplomacy can be used to develop sustainable win–win solutions supported by the general public. While existing research suggests that an important function of public relations is to create a perception of legitimacy and that the hope of economic and commercial public diplomacy is to create a perception of attractiveness among the public in foreign countries, this paper suggests that the concept of corporate public diplomacy – that is, collaboration with the general public in a host country through negotiations directly with civic society – should be considered a supplement to other forms of corporate diplomacy."
2017,3,"Othello Richards JR, Christopher Wilson, Kris Boyle, Jordan Mower",A knockout to the NFL’s reputation?: A case study of the NFL’s crisis communications strategies in response to the Ray Rice scandal,"The NFL was largely criticized for its mishandling of the Ray Rice controversy in 2014. This study identifies crisis communication strategies that both followed and deviated from established research-based models. Further, the study evaluates whether and how these response strategies were mismatched with the perceived level of crisis responsibility as predicted by theory. The results of this case illustrate the consequences of mismatching crisis communications strategies with perceived crisis responsibility. This study demonstrates the need for scholars to identify and study potential buffering factors that can shield organizations from short-term consequences of a crisis. Moreover, it suggests that researchers need to better understand the cumulative effect of negative reputation and crisis history that can accrue over time.",academic_review,"A knockout to the NFL’s reputation?: A case study of the NFL’s crisis communications strategies in response to the Ray Rice scandalThe NFL was largely criticized for its mishandling of the Ray Rice controversy in 2014. This study identifies crisis communication strategies that both followed and deviated from established research-based models. Further, the study evaluates whether and how these response strategies were mismatched with the perceived level of crisis responsibility as predicted by theory. The results of this case illustrate the consequences of mismatching crisis communications strategies with perceived crisis responsibility. This study demonstrates the need for scholars to identify and study potential buffering factors that can shield organizations from short-term consequences of a crisis. Moreover, it suggests that researchers need to better understand the cumulative effect of negative reputation and crisis history that can accrue over time."
2017,3,"Kathy Matilla, Joan Cuenca-Fontbona, Marc Compte-Pujol",An analysis of the university curricula of Spanish “dircoms” from a public relations approach,"This study aims to determine whether university qualifications are prevalent among Spanish communications professionals and whether they is to a degree level, certificate of advanced study (“diplomatura”) level, or even to the third level (PhD and/or the Diploma of Advanced Studies-DEA). Additionally, this study seeks to ascertain if the different types of college studies taken are linked to communication and, specifically, to public relations. Members of the Association of Communication Directors-Dircom were chosen as the sample, whose curricula appeared in its 2015 directory. Results indicate that the subjects of the sample were mostly academic, and that previous communication training they received was prevalent in the four training variables analyzed. Consistent with the international literature reviewed in this study, it is however noted that most subjects held degrees in Journalism (21.56%), ranking well above those who studied Public Relations (6.67%), which could be the reason that knowledge and skills acquired by Spanish professionals are still insufficient for the proper practice of the position, thus perpetuating the press-agent model, without allowing an evolution to more mature levels of praxis, with more managerial and strategic orientations. The quality of previous university training received by Spanish practitioners is particularly relevant at the moment, since higher education within the EHEA, conceived as a satisfier of labor-market needs, has not yet materialized, and because the Dircom association has recently joined the project of international professional accreditation promoted by the GA-Global Alliance.",academic_review,"An analysis of the university curricula of Spanish “dircoms” from a public relations approachThis study aims to determine whether university qualifications are prevalent among Spanish communications professionals and whether they is to a degree level, certificate of advanced study (“diplomatura”) level, or even to the third level (PhD and/or the Diploma of Advanced Studies-DEA). Additionally, this study seeks to ascertain if the different types of college studies taken are linked to communication and, specifically, to public relations. Members of the Association of Communication Directors-Dircom were chosen as the sample, whose curricula appeared in its 2015 directory. Results indicate that the subjects of the sample were mostly academic, and that previous communication training they received was prevalent in the four training variables analyzed. Consistent with the international literature reviewed in this study, it is however noted that most subjects held degrees in Journalism (21.56%), ranking well above those who studied Public Relations (6.67%), which could be the reason that knowledge and skills acquired by Spanish professionals are still insufficient for the proper practice of the position, thus perpetuating the press-agent model, without allowing an evolution to more mature levels of praxis, with more managerial and strategic orientations. The quality of previous university training received by Spanish practitioners is particularly relevant at the moment, since higher education within the EHEA, conceived as a satisfier of labor-market needs, has not yet materialized, and because the Dircom association has recently joined the project of international professional accreditation promoted by the GA-Global Alliance."
2017,3,Tor Bang,Targeting Crowds: A study of how the Norwegian Labour Party adapted Nazi rhetorical methodology,"The immense success of post WWI Europeantotalitarian regimes form the backdrop for this study. Political success is often credited cleverly crafted communication strategies. The Norwegian Labour Party applied methods similar to those found in Nazi Germany as of 1933/34, luring voters away from the dogmatic Right and Left, to the leftist social democratic movement. One key element of this highly successful strategy is the shift from a somber accentuation on methods of scientific persuasion, emphasizing a perceived rationale of a social system based in Marxism, to propaganda, bombarding masses with slogans and one-liners. Another key element is an acknowledgement of indifferent voters. The vast majority of the voter potential did not attend political meeting and were unable to recognize and separate ideologies. This led party strategists to developing methodologieson how to approach voters as crowds, not merely as individual citizens in large numbers. Recognizing the homogeneity and protective environment of the Darwinian herd, crowds became target groups for the Labour Party election campaigns, in which they found gratification by unison songs, theatrical entertainment and simple slogans.",academic_review,"Targeting Crowds: A study of how the Norwegian Labour Party adapted Nazi rhetorical methodologyThe immense success of post WWI Europeantotalitarian regimes form the backdrop for this study. Political success is often credited cleverly crafted communication strategies. The Norwegian Labour Party applied methods similar to those found in Nazi Germany as of 1933/34, luring voters away from the dogmatic Right and Left, to the leftist social democratic movement. One key element of this highly successful strategy is the shift from a somber accentuation on methods of scientific persuasion, emphasizing a perceived rationale of a social system based in Marxism, to propaganda, bombarding masses with slogans and one-liners. Another key element is an acknowledgement of indifferent voters. The vast majority of the voter potential did not attend political meeting and were unable to recognize and separate ideologies. This led party strategists to developing methodologieson how to approach voters as crowds, not merely as individual citizens in large numbers. Recognizing the homogeneity and protective environment of the Darwinian herd, crowds became target groups for the Labour Party election campaigns, in which they found gratification by unison songs, theatrical entertainment and simple slogans."
2017,4,"Matteo Fuoli, Joost van de Weijer, Carita Paradis",Denial outperforms apology in repairing organizational trust despite strong evidence of guilt,"Previous work in the areas of organizational trust repair and crisis communication has provided conflicting answers to the question of whether denial can be more effective than apology in repairing stakeholder trust in a company following an integrity-based violation. This article reports the results of an experiment designed to (i) test the effects of these two strategies on individuals’ trust in a company accused of corruption, and (ii) determine whether and how evidence of the company’s guilt influences stakeholder reactions to its trust repair message. The results demonstrate that, when evidence against the company is weak, trust is restored more successfully with a denial than an apology. Contrary to our hypothesis, denial was found to outperform apology in repairing perceptions of the company’s integrity and benevolence even in the face of strong evidence, and it was as effective as apology in restoring perceived ability and trusting intentions. These results provide empirical evidence for the ‘paradoxical effect’ that an open and honest attitude can, in the short term, be more detrimental to organizations than a defensive strategy. More research on the factors that determine the credibility and persuasiveness of corporate denial is called for.",academic_review,"Denial outperforms apology in repairing organizational trust despite strong evidence of guiltPrevious work in the areas of organizational trust repair and crisis communication has provided conflicting answers to the question of whether denial can be more effective than apology in repairing stakeholder trust in a company following an integrity-based violation. This article reports the results of an experiment designed to (i) test the effects of these two strategies on individuals’ trust in a company accused of corruption, and (ii) determine whether and how evidence of the company’s guilt influences stakeholder reactions to its trust repair message. The results demonstrate that, when evidence against the company is weak, trust is restored more successfully with a denial than an apology. Contrary to our hypothesis, denial was found to outperform apology in repairing perceptions of the company’s integrity and benevolence even in the face of strong evidence, and it was as effective as apology in restoring perceived ability and trusting intentions. These results provide empirical evidence for the ‘paradoxical effect’ that an open and honest attitude can, in the short term, be more detrimental to organizations than a defensive strategy. More research on the factors that determine the credibility and persuasiveness of corporate denial is called for."
2017,4,"Paul J. Kitchin, Peter A. Purcell",Examining sport communications practitioners’ approaches to issues management and crisis response in Northern Ireland,"A lack of practitioner insight into managing the ‘crisis response’ is a glaring gap in the communications literature, and its subset of sport communications, that exacerbates the academic-practitioner divide. Senior sport communications professionals in Northern Ireland provided their perspectives on issues and crisis management via in-depth interviews. Findings revealed that practitioners pay considerable attention to the ‘tipping point’, the point where a crisis emerged from an existing issue marking the initiation of a crisis response. Declaring a crisis was deemed a last resort in the management of issues due to declarations being associated with resource and reputational risks. Practitioners developed their own methods for managing the crisis response, however reflection upon academic approaches informed these views. Capacity issues within the sport sector in the region means that traditional media remain the practitioners’ most important stakeholder in a crisis. Areas for further research for (sport) issues management and crisis communications are provided.",academic_review,"Examining sport communications practitioners’ approaches to issues management and crisis response in Northern IrelandA lack of practitioner insight into managing the ‘crisis response’ is a glaring gap in the communications literature, and its subset of sport communications, that exacerbates the academic-practitioner divide. Senior sport communications professionals in Northern Ireland provided their perspectives on issues and crisis management via in-depth interviews. Findings revealed that practitioners pay considerable attention to the ‘tipping point’, the point where a crisis emerged from an existing issue marking the initiation of a crisis response. Declaring a crisis was deemed a last resort in the management of issues due to declarations being associated with resource and reputational risks. Practitioners developed their own methods for managing the crisis response, however reflection upon academic approaches informed these views. Capacity issues within the sport sector in the region means that traditional media remain the practitioners’ most important stakeholder in a crisis. Areas for further research for (sport) issues management and crisis communications are provided."
2017,4,"Melanie Formentin, Denise Sevick Bortree, Julia Daisy Fraustino",Navigating anger in Happy Valley: Analyzing Penn State’s Facebook-based crisis responses to the Sandusky scandal,"Social media are important channels of communication during a crisis. This study examined the use of Facebook as a crisis management tool for Pennsylvania State University during the first month of the Jerry Sandusky scandal. A content analysis of all 129 posts made by the university during that time period and 2060 comments to the posts suggested that audience reaction to crisis information varies based on crisis response strategy, sources cited, and topics shared. This study has implications for social media crisis management models.",academic_review,"Navigating anger in Happy Valley: Analyzing Penn State’s Facebook-based crisis responses to the Sandusky scandalSocial media are important channels of communication during a crisis. This study examined the use of Facebook as a crisis management tool for Pennsylvania State University during the first month of the Jerry Sandusky scandal. A content analysis of all 129 posts made by the university during that time period and 2060 comments to the posts suggested that audience reaction to crisis information varies based on crisis response strategy, sources cited, and topics shared. This study has implications for social media crisis management models."
2017,4,"Aurélie De Waele, An-Sofie Claeys",Nonverbal cues of deception in audiovisual crisis communication,"Crisis communication research has mainly focused on verbal response strategies, such as apologies and denial. However, organizations and individuals in crisis often respond in an audiovisual manner (e.g., press conferences, corporate videos). Audiovisual messages convey not only verbal but also nonverbal cues (e.g., gaze aversion, speech errors). These nonverbal cues can affect the public’s perception of deception, and thus, the perception of the speaker’s credibility. Through a content analysis of 160 audiovisual crisis responses, this study examines which nonverbal cues of deception are communicated by organizations and individuals in crisis and how situational factors (e.g., crisis type) affect the occurrence of these nonverbal cues. The findings show that several nonverbal cues of deception occur in audiovisual crisis communication and that their occurrence depends on the crisis type, the source, and the crisis communication format.",academic_review,"Nonverbal cues of deception in audiovisual crisis communicationCrisis communication research has mainly focused on verbal response strategies, such as apologies and denial. However, organizations and individuals in crisis often respond in an audiovisual manner (e.g., press conferences, corporate videos). Audiovisual messages convey not only verbal but also nonverbal cues (e.g., gaze aversion, speech errors). These nonverbal cues can affect the public’s perception of deception, and thus, the perception of the speaker’s credibility. Through a content analysis of 160 audiovisual crisis responses, this study examines which nonverbal cues of deception are communicated by organizations and individuals in crisis and how situational factors (e.g., crisis type) affect the occurrence of these nonverbal cues. The findings show that several nonverbal cues of deception occur in audiovisual crisis communication and that their occurrence depends on the crisis type, the source, and the crisis communication format."
2017,4,"Weiting Tao, Sora Kim",Application of two under-researched typologies in crisis communication: Ethics of justice vs. care and public relations vs. legal strategies,"This study investigates organizations’ crisis responses by adopting two extant, under-researched typologies—public relations vs. legal strategies and ethics of justice vs. care approaches. Through content-analyzing organizational responses to three well-known crises, the study observes that the public relations strategy is used more often than the legal strategy. It also finds that when the examined organizations respond to their crises, they tend not to emphasize ethical approaches, though when they do it is more often the ethics of justice approach than that of the ethics of care. Therefore, this study urges organizations to reflect on whether their crisis communication and management decisions lack sufficient emphasis on ethical approaches, especially on the interpersonal and situational aspects of involved publics in crises. If such deficiency exits, it would be problematic because these interpersonal and situational aspects, when addressed strategically, can help an organization to rebuild post-crisis reputation and maintain positive relationships with its publics in the long run.",academic_review,"Application of two under-researched typologies in crisis communication: Ethics of justice vs. care and public relations vs. legal strategiesThis study investigates organizations’ crisis responses by adopting two extant, under-researched typologies—public relations vs. legal strategies and ethics of justice vs. care approaches. Through content-analyzing organizational responses to three well-known crises, the study observes that the public relations strategy is used more often than the legal strategy. It also finds that when the examined organizations respond to their crises, they tend not to emphasize ethical approaches, though when they do it is more often the ethics of justice approach than that of the ethics of care. Therefore, this study urges organizations to reflect on whether their crisis communication and management decisions lack sufficient emphasis on ethical approaches, especially on the interpersonal and situational aspects of involved publics in crises. If such deficiency exits, it would be problematic because these interpersonal and situational aspects, when addressed strategically, can help an organization to rebuild post-crisis reputation and maintain positive relationships with its publics in the long run."
2017,4,"Cristina Navarro, Angeles Moreno, Fahed Al-Sumait",Social media expectations between public relations professionals and their stakeholders: Results of the ComGap study in Spain,"Despite the massive incorporation of social media into communication strategies, there is still much that we do not know about the type of content that stakeholders expect to receive and what conversations they wish to have with organizations. Numerous studies have demonstrated that an adequate use of digital media is essential to understanding and responding to the expectations of different audiences and to be able to improve the effectiveness of communication departments (Kent & Saffer, 2014; Linke & Zerfass, 2013; Moreno et al., 2015). Nonetheless, there are still relevant issues that have yet to be addressed in depth, such as the process of converting online audiences into active communicators, or what their expectations are with respect to digital interactions. This article compares the perspectives of public relations professionals against those of the general public in Spain with respect to the content that organizations should offer and what activities they should carry out in the context of social media. Our results show a gap in the perceptions and expectations of these two groups in both Spain and across Europe in order to open a discussion about whether communication professionals are effectively managing the tools at hand to create bonds and foster engagement with stakeholders.",academic_review,"Social media expectations between public relations professionals and their stakeholders: Results of the ComGap study in SpainDespite the massive incorporation of social media into communication strategies, there is still much that we do not know about the type of content that stakeholders expect to receive and what conversations they wish to have with organizations. Numerous studies have demonstrated that an adequate use of digital media is essential to understanding and responding to the expectations of different audiences and to be able to improve the effectiveness of communication departments (Kent & Saffer, 2014; Linke & Zerfass, 2013; Moreno et al., 2015). Nonetheless, there are still relevant issues that have yet to be addressed in depth, such as the process of converting online audiences into active communicators, or what their expectations are with respect to digital interactions. This article compares the perspectives of public relations professionals against those of the general public in Spain with respect to the content that organizations should offer and what activities they should carry out in the context of social media. Our results show a gap in the perceptions and expectations of these two groups in both Spain and across Europe in order to open a discussion about whether communication professionals are effectively managing the tools at hand to create bonds and foster engagement with stakeholders."
2017,4,"Michael J. Palenchar, Robert L. Heath, Abbey Levenshus, Laura Lemon",Marketplace commodification of risk communication: Consequences for risk bearers and implications for public relations,"Society’s attempt to understand and communicate about risk is perhaps the world’s oldest topic − the rationale for human existence and survival (Douglas, 1992). This paper takes critical stock of public relations scholarship and practices in the daunting complex that has become known as the infrastructural approach to risk communication. This approach blends critical judgment of the community structures where risk is discussed and the discourse in which it is analyzed as the foundation for risk governance needed for fully functioning societies. The critical lens of hegemony and postmodernism reveals how an increasing amount of risk communication scholarship and practice has evolved into a new professional, industrial, and societal hegemony that often marginalizes risk bearers and risk arbiters as a nuisance in an otherwise modern and elitist approach to risk control through which risk communication becomes a “priced commodity.” Such commodification can empower organizations to take further risks because of the perceived confidence that its robust risk management programs and risk communication teams, including public relations, can control the dialogue and thereby help protect it from business continuity failure. The great challenge is whether risk communication and management ultimately favors the interests of elites over, and even to the marginalization and subjugation of, the interests of risk bearers and arbiters, ignoring the experiences of inequalities over the life span.",academic_review,"Marketplace commodification of risk communication: Consequences for risk bearers and implications for public relationsSociety’s attempt to understand and communicate about risk is perhaps the world’s oldest topic − the rationale for human existence and survival (Douglas, 1992). This paper takes critical stock of public relations scholarship and practices in the daunting complex that has become known as the infrastructural approach to risk communication. This approach blends critical judgment of the community structures where risk is discussed and the discourse in which it is analyzed as the foundation for risk governance needed for fully functioning societies. The critical lens of hegemony and postmodernism reveals how an increasing amount of risk communication scholarship and practice has evolved into a new professional, industrial, and societal hegemony that often marginalizes risk bearers and risk arbiters as a nuisance in an otherwise modern and elitist approach to risk control through which risk communication becomes a “priced commodity.” Such commodification can empower organizations to take further risks because of the perceived confidence that its robust risk management programs and risk communication teams, including public relations, can control the dialogue and thereby help protect it from business continuity failure. The great challenge is whether risk communication and management ultimately favors the interests of elites over, and even to the marginalization and subjugation of, the interests of risk bearers and arbiters, ignoring the experiences of inequalities over the life span."
2017,4,Brooke M. Fowler,Stealing thunder and filling the silence: Twitter as a primary channel of police crisis communication,"Twitter can be used successfully by police departments as a channel for stealing thunder and establishing the department as a credible news source. A case study analysis of how a police department used Twitter during a mall shooting was conducted. Results reveal the potential benefits and limitations of using Twitter to steal thunder and a new technique, filling the silence, is proposed for maintaining an audience once an organization has stolen thunder.",academic_review,"Stealing thunder and filling the silence: Twitter as a primary channel of police crisis communicationTwitter can be used successfully by police departments as a channel for stealing thunder and establishing the department as a credible news source. A case study analysis of how a police department used Twitter during a mall shooting was conducted. Results reveal the potential benefits and limitations of using Twitter to steal thunder and a new technique, filling the silence, is proposed for maintaining an audience once an organization has stolen thunder."
2017,4,"Moonhee Cho, Giselle A. Auger",Extrovert and engaged? Exploring the connection between personality and involvement of stakeholders and the perceived relationship investment of nonprofit organizations,"This study explored the relationship between the big five personality traits – agreeableness, intellect, conscientiousness, emotion, and extroversion – and the involvement, engagement, and perceived relationship investment (PRI) of participants with nonprofit organizations. The role of personality is important because it reflects fundamental qualities that may influence an individual’s behavior. Results demonstrated significant correlation between each trait and involvement, passive engagement, and PRI. Four were also positively correlated to active engagement of participants.",academic_review,"Extrovert and engaged? Exploring the connection between personality and involvement of stakeholders and the perceived relationship investment of nonprofit organizationsThis study explored the relationship between the big five personality traits – agreeableness, intellect, conscientiousness, emotion, and extroversion – and the involvement, engagement, and perceived relationship investment (PRI) of participants with nonprofit organizations. The role of personality is important because it reflects fundamental qualities that may influence an individual’s behavior. Results demonstrated significant correlation between each trait and involvement, passive engagement, and PRI. Four were also positively correlated to active engagement of participants."
2017,4,"R. David Hecht, Fred Martin, Theresa Donnelly, Michael Larson, Kaye D. Sweetser","Will you run it? A gatekeeping experiment examining credibility, branding, and affiliation within information subsidies","Information subsidies from military and civilian public relations practitioners receive varying degrees of acceptance by media gatekeepers. Using an experimental design, this study examined organizational affiliation within media gatekeeping. Television news decision-makers were randomly assigned one of five mock live news reports with only the reporter’s clothing and on-air title manipulated. Results indicated affiliation did not affect gatekeeper use. Higher credibility was attributed to spokespersons with no organizational affiliation, and to military practitioners over civilians.",academic_review,"Will you run it? A gatekeeping experiment examining credibility, branding, and affiliation within information subsidiesInformation subsidies from military and civilian public relations practitioners receive varying degrees of acceptance by media gatekeepers. Using an experimental design, this study examined organizational affiliation within media gatekeeping. Television news decision-makers were randomly assigned one of five mock live news reports with only the reporter’s clothing and on-air title manipulated. Results indicated affiliation did not affect gatekeeper use. Higher credibility was attributed to spokespersons with no organizational affiliation, and to military practitioners over civilians."
